Study_ID,Author,Year,Source,StudyID,Effect_size_ID,Latitude,Longitude,Abs_lat,Region,Region2,Country,Duration_days,Duration,Shared_first_author,Factor,Stressor,Calcifier,BiologicalResponses,TrophicLevel,Trophic_level,DependentVariable,CalculatedUnit,Species,Phyla,Class,Type,LifeStage,share_organism,Nc,Ne,Xc,Xe,Sc,Se,yi,vi,Main_effect,variance,ci,lci,uci,int_direction,int_type
8,Lacoue-Labarthe T et al,2009,Fig 1a,"Lacoue-Labarthe T et al, 2009",54a,43.7329,7.4255,43.7329,Temperate,Temperate,Monaco,27,short,Lacoue-Labarthe T,pCO2+temp,interaction,y,reproduction,meso-predator,predator,Weight,Weight of eggs,Sepia officinalis,Mollusca,Cephalopoda,cuttlefish,egg,"Lacoue-Labarthe, T, et al,_2009_Sepia officinalis",10,10,1.143,1.863,0.3988,0.1186,-0.154745638,0.014231469,-0.154745638,0.014231469,0.073940254,-0.228685892,-0.080805384,pos,ant
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",55a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,pCO2,OA,y,growth,primary producer,primary producer,mean annual net algal growth,mean annual G'net,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",8,8,48,47,5,7,-0.021053409,0.004129085,-0.495616205,0.009421463,0.067262074,-0.562878279,-0.428354131,NA,NA
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",56a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,temp,OW,y,growth,primary producer,primary producer,mean annual net algal growth,mean annual G'net,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",8,8,48,39,5,12,-0.207639365,0.013190656,-0.747214402,0.016086659,0.087890919,-0.835105321,-0.659323483,NA,NA
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",57a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,pCO2+temp,interaction,y,growth,primary producer,primary producer,mean annual net algal growth,mean annual G'net,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",8,8,48,6,5,10,-1.850748768,0.363185626,-1.850748768,0.363185626,0.417614341,-2.268363109,-1.433134427,neg,syn
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",58a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,pCO2,OA,y,calcification,primary producer,primary producer,mean annual net calcification rate,mean annual Gnet,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",9,9,49,48,5,7,-0.020619287,0.003519965,-0.16034265,0.00233122,0.031544703,-0.191887353,-0.128797947,NA,NA
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",59a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,temp,OW,y,calcification,primary producer,primary producer,mean annual net calcification rate,mean annual Gnet,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",9,9,49,59,5,8,0.185717146,0.003199761,0.06001801,0.002214449,0.030744516,0.029273494,0.090762526,NA,NA
9,Martin S & Gattuso J-P,2009,Text,"Martin S & Gattuso J-P, 2009",60a,43.4073,7.1939,43.4073,Temperate,Temperate,France,365,long,Martin S & Gattuso J-P,pCO2+temp,interaction,y,calcification,primary producer,primary producer,mean annual net calcification rate,mean annual Gnet,Lithophyllum cabiochae,Rhodophyta,Florideophyceae,microalgae,NA,"Martin, S, & Gattuso, J,-P,_2009_Lithophyllum cabiochae",9,9,49,44,5,8,-0.272728523,0.009235896,-0.272728523,0.009235896,0.062787665,-0.335516188,-0.209940858,pos,ant
10,Nguyen H D et al ,2012,Fig 3,"Nguyen H D et al , 2012",61a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,3,short,Nguyen H D ,pCO2,OA,n,reproduction,herbivore,herbivore,Mean proportion hatched,Mean % hatched,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",10,10,89.932,78.755,7.4883,14.1986,-0.132712061,0.003943712,-0.190886705,0.009295772,0.059758378,-0.250645083,-0.131128327,NA,NA
10,Nguyen H D et al ,2012,Fig 3,"Nguyen H D et al , 2012",62a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,3,short,Nguyen H D ,temp,OW,n,reproduction,herbivore,herbivore,Mean proportion hatched,Mean % hatched,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",10,10,89.932,42.47,7.4883,19.7579,-0.750255885,0.022336306,-0.836093449,0.019548183,0.086658121,-0.92275157,-0.749435328,NA,NA
10,Nguyen H D et al ,2012,Fig 3,"Nguyen H D et al , 2012",63a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,3,short,Nguyen H D ,pCO2+temp,interaction,n,reproduction,herbivore,herbivore,Mean proportion hatched,Mean % hatched,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",10,10,89.932,30.639,7.4883,24.6183,-0.193812176,0.0901472,-0.193812176,0.0901472,0.186093923,-0.379906099,-0.007718253,neg,syn
10,"Nguyen H D et al £¨Noncalcifying larvae in a changing ocean: warming, not acidification/hypercapnia, is the dominant stressor on development of the sea star Meridiastra calcar£© ",2012,Fig 4b,"Nguyen H D et al , 2012",64a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2,OA,n,survival,herbivore,herbivore,Mean proportion mortality day,Mean % mortality day 5,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,73.714,63.253,5.4179,18.0168,-0.153050183,0.007211188,-0.047745742,0.007551368,0.049167516,-0.096913258,0.001421774,NA,NA
10,Nguyen H D et al ,2012,Fig 4b,"Nguyen H D et al , 2012",65a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,temp,OW,n,survival,herbivore,herbivore,Mean proportion mortality day,Mean % mortality day 5,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,73.714,31.983,5.4179,19.9705,-0.834988229,0.032940812,-0.678427657,0.012013609,0.062015778,-0.740443435,-0.616411879,NA,NA
10,Nguyen H D et al ,2012,Fig 4b,"Nguyen H D et al , 2012",66a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2+temp,interaction,n,survival,herbivore,herbivore,Mean proportion mortality day,Mean % mortality day 5,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,73.714,37.516,5.4179,14.3656,0.31261318,0.051920757,0.31261318,0.051920757,0.128924649,0.183688531,0.441537829,neg,ant
10,Nguyen H D et al ,2012,Fig 5,"Nguyen H D et al , 2012",67a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2,OA,n,development,herbivore,herbivore,Mean proportion normal larvae,Mean % normal larvae,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,38.619,38.023,8.0159,3.5992,-0.015553144,0.004336908,-0.023900559,0.003143569,0.031723197,-0.055623756,0.007822638,NA,NA
10,Nguyen H D et al ,2012,Fig 5,"Nguyen H D et al , 2012",68a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,temp,OW,n,development,herbivore,herbivore,Mean proportion normal larvae,Mean % normal larvae,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,38.619,50.765,8.0159,12.838,0.273462757,0.0089197,0.266174945,0.002934814,0.030651783,0.235523162,0.296826728,NA,NA
10,Nguyen H D et al ,2012,Fig 5,"Nguyen H D et al , 2012",69a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2+temp,interaction,n,development,herbivore,herbivore,Mean proportion normal larvae,Mean % normal larvae,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,38.619,49.25,8.0159,7.4825,-0.01474463,0.01158992,-0.01474463,0.01158992,0.060912394,-0.075657024,0.046167764,pos,add
10,Nguyen H D et al ,2012,Fig 6,"Nguyen H D et al , 2012",70a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2,OA,n,growth,herbivore,herbivore,Mean lenght of larvae,Mean lenght,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,579.815,584.497,44.6003,102.0698,0.008042561,0.003034335,-0.045355187,0.001079108,0.018586512,-0.063941699,-0.026768675,NA,NA
10,Nguyen H D et al ,2012,Fig 6,"Nguyen H D et al , 2012",71a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,temp,OW,n,growth,herbivore,herbivore,Mean lenght of larvae,Mean lenght,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,579.815,524.262,44.6003,33.7646,-0.100717528,0.000838735,-0.157258481,0.000954681,0.01748214,-0.174740621,-0.139776341,NA,NA
10,Nguyen H D et al ,2012,Fig 6,"Nguyen H D et al , 2012",72a,-33.58,151.15,33.58,Temperate,Sub-tropical,Australia,5,short,Nguyen H D ,pCO2+temp,interaction,n,growth,herbivore,herbivore,Mean lenght of larvae,Mean lenght,Meridiastra calcar,Echinodermata,Asteroidea,seastar ,larvae,"Nguyen, H, D, et al, _2012_Meridiastra calcar",12,12,579.815,470.623,44.6003,33.7646,-0.115976772,0.003808931,-0.115976772,0.003808931,0.034919418,-0.15089619,-0.081057354,neg,syn
11,Parker L M et al ,2009,Fig 1,"Parker L M et al , 2009",73a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2,OA,y,reproduction,herbivore,herbivore,% Fertilization of gamets,% Fertilization of gamets,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",4,4,88.829,60.563,2.684,3.6,-0.383029028,0.001111587,-0.383399361,0.000470679,0.021261235,-0.404660596,-0.362138126,NA,NA
11,Parker L M et al ,2009,Fig 1,"Parker L M et al , 2009",74a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,temp,OW,y,reproduction,herbivore,herbivore,% Fertilization of gamets,% Fertilization of gamets,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",4,4,88.829,74.633,2.684,3.126,-0.174130405,0.000666829,-0.174459219,0.000421079,0.020109805,-0.194569024,-0.154349414,NA,NA
11,Parker L M et al ,2009,Fig 1,"Parker L M et al , 2009",75a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2+temp,interaction,y,reproduction,herbivore,herbivore,% Fertilization of gamets,% Fertilization of gamets,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",4,4,88.829,50.843,2.684,1.588,-0.000811288,0.001794056,-0.000811288,0.001794056,0.041509172,-0.04232046,0.040697884,neg,add
11,Parker L M et al ,2009,Fig 2b,"Parker L M et al , 2009",76a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2,OA,y,development,herbivore,herbivore,% of gamets to reach D-veliger after 48h,% of gamets to reach D-veliger after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,95.688,74.773,2.0572,1.572,-0.246636041,0.00018084,-0.386016207,0.002133836,0.040490355,-0.426506562,-0.345525852,NA,NA
11,Parker L M et al ,2009,Fig 2b,"Parker L M et al , 2009",77a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,temp,OW,y,development,herbivore,herbivore,% of gamets to reach D-veliger after 48h,% of gamets to reach D-veliger after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,95.688,60.326,2.0572,8.4859,-0.46132971,0.004049904,-0.621020676,0.003723829,0.053489179,-0.674509855,-0.567531497,NA,NA
11,Parker L M et al ,2009,Fig 2b,"Parker L M et al , 2009",78a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2+temp,interaction,y,development,herbivore,herbivore,% of gamets to reach D-veliger after 48h,% of gamets to reach D-veliger after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,95.688,31.279,2.0572,9.0717,-0.410180201,0.020961232,-0.410180201,0.020961232,0.126905216,-0.537085417,-0.283274985,neg,syn
11,Parker L M et al ,2009,Fig 4b,"Parker L M et al , 2009",79a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2,OA,y,growth,herbivore,herbivore,Mean shell length of D-veliger larvae after 48h,Mean shell length of D-veliger larvae after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,76.722,71.896,2.2875,2.6341,-0.064967869,0.000446255,-0.072269418,0.000297478,0.015118145,-0.087387563,-0.057151273,NA,NA
11,Parker L M et al ,2009,Fig 4b,"Parker L M et al , 2009",80a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,temp,OW,y,growth,herbivore,herbivore,Mean shell length of D-veliger larvae after 48h,Mean shell length of D-veliger larvae after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,76.722,71.586,2.2875,2.6162,-0.069288975,0.000444918,-0.076606907,0.000297725,0.01512442,-0.091731327,-0.061482487,NA,NA
11,Parker L M et al ,2009,Fig 4b,"Parker L M et al , 2009",81a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,2,short,Parker L M ,pCO2+temp,interaction,y,growth,herbivore,herbivore,Mean shell length of D-veliger larvae after 48h,Mean shell length of D-veliger larvae after 48h,Saccostrea glomerata,Mollusca,Bivalvia,oyster,larvae,"Parker, L, M, et al, _2009_Saccostrea glomerata",5,5,76.722,66.072,2.2875,3.3049,-0.015186599,0.001213775,-0.015186599,0.001213775,0.03053797,-0.045724569,0.015351371,neg,add
12,Comeau S et al ,2010,Supporting information Tab S5,"Comeau S et al , 2010",82a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,1,short,Comeau S ,pCO2,OA,y,calcification,herbivore,herbivore,Net precipitation of CaCO3 in the pteropods alive ,Active absorbation of CaCO3,Limacina helicina,Mollusca,Gastropoda,mesozooplankton,adult,"Comeau, S, et al, _2010_Limacina helicina",20,20,0.51,0.05,0.04,0.02,-2.32238772,0.008307574,-1.83961549,0.003639263,0.026439169,-1.866054659,-1.813176321,NA,NA
12,Comeau S et al ,2010,Supporting information Tab S5,"Comeau S et al , 2010",83a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,1,short,Comeau S ,temp,OW,y,calcification,herbivore,herbivore,Net precipitation of CaCO3 in the pteropods alive ,Active absorbation of CaCO3,Limacina helicina,Mollusca,Gastropoda,mesozooplankton,adult,"Comeau, S, et al, _2010_Limacina helicina",20,20,0.51,0.56,0.04,0.05,0.093526058,0.000706171,0.194156014,0.000762217,0.012099861,0.182056153,0.206255875,NA,NA
12,Comeau S et al ,2010,Supporting information Tab S5,"Comeau S et al , 2010",84a,-32.1,152.29,32.1,Temperate,Sub-tropical,Australia,1,short,Comeau S ,pCO2+temp,interaction,y,calcification,herbivore,herbivore,Net precipitation of CaCO3 in the pteropods alive ,Active absorbation of CaCO3,Limacina helicina,Mollusca,Gastropoda,mesozooplankton,adult,"Comeau, S, et al, _2010_Limacina helicina",20,20,0.51,0.12,0.04,0.04,0.781942679,0.014261727,0.781942679,0.014261727,0.052339206,0.729603473,0.834281885,neg,ant
13,Lannig G et al,2010,Fig 2,"Lannig G et al, 2010",85a,53.53,8.58,53.53,Temperate,Temperate,Germany,30,long,Lannig G,pCO2,OA,y,metabolism,herbivore,herbivore,Normalized standard metabolic rate,Standard metabolic rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,adult,"Lannig, G, et al,_2010_Crassostrea gigas",6,6,18.785,23.81,6.103,4.534,0.237046981,0.023635476,0.419583417,0.004651338,0.05457194,0.365011477,0.474155357,NA,NA
13,Lannig G et al,2010,Fig 2,"Lannig G et al, 2010",86a,53.53,8.58,53.53,Temperate,Temperate,Germany,30,long,Lannig G,temp,OW,y,metabolism,herbivore,herbivore,Normalized standard metabolic rate,Standard metabolic rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,adult,"Lannig, G, et al,_2010_Crassostrea gigas",6,6,18.785,46.834,6.103,7.376,0.913550756,0.021725891,-1.059243503,0.006412513,0.064075879,-1.123319382,-0.995167624,NA,NA
13,Lannig G et al,2010,Fig 2,"Lannig G et al, 2010",87a,53.53,8.58,53.53,Temperate,Temperate,Germany,30,long,Lannig G,pCO2+temp,interaction,y,metabolism,herbivore,herbivore,Normalized standard metabolic rate,Standard metabolic rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,adult,"Lannig, G, et al,_2010_Crassostrea gigas",6,6,18.785,76.018,6.103,6.741,0.247313738,0.029080036,0.247313738,0.029080036,0.136451375,0.110862363,0.383765113,pos,syn
14,Rodolfo-Metalpa R et al,2010,Fig 2a,"Rodolfo-Metalpa R et al, 2010",88a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,pCO2,OA,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,397.425,533.637,355.2933,299.1367,0.294709595,0.05567225,0.352006836,0.249899572,0.219090643,0.132916193,0.571097479,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2a,"Rodolfo-Metalpa R et al, 2010",89a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,temp,OW,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,397.425,174.911,355.2933,1195.6837,-0.820728964,2.376474694,0.715832866,0.375670763,0.268623975,0.447208891,0.984456841,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2a,"Rodolfo-Metalpa R et al, 2010",90a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,pCO2+temp,interaction,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,397.425,280.178,355.2933,273.6366,0.176438247,2.439878715,0.176438247,2.439878715,0.684581554,-0.508143307,0.861019801,neg,add
14,Rodolfo-Metalpa R et al,2010,Fig 2a winter,"Rodolfo-Metalpa R et al, 2010",91a,43.41,7.18,43.41,Temperate,Temperate,Monaco,330,long,Rodolfo-Metalpa R,pCO2,OA,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa2",20,20,876.73,860.841,248.1365,496.2685,-0.018289259,0.020622345,0.130681964,0.023416881,0.067066493,0.063615471,0.197748457,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2a winter,"Rodolfo-Metalpa R et al, 2010",92a,43.41,7.18,43.41,Temperate,Temperate,Monaco,330,long,Rodolfo-Metalpa R,temp,OW,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa2",20,20,876.73,386.725,248.1365,496.5547,-0.818485231,0.086437891,0.587365361,0.035712763,0.082823351,0.50454201,0.670188712,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2a winter,"Rodolfo-Metalpa R et al, 2010",93a,43.41,7.18,43.41,Temperate,Temperate,Monaco,330,long,Rodolfo-Metalpa R,pCO2+temp,interaction,y,metabolism,primary producer,primary producer,Respiration rate,Respiration,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa2",20,20,876.73,578.999,248.1365,569.6204,0.421876163,0.151448402,0.421876163,0.151448402,0.170558521,0.251317642,0.592434684,neg,ant
14,Rodolfo-Metalpa R et al,2010,Fig 2b,"Rodolfo-Metalpa R et al, 2010",94a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,pCO2,OA,y,calcification,primary producer,primary producer,Light calcification,Light calcification,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,247.037,232.297,76.1515,140.0897,-0.061521398,0.022935438,-0.085309065,0.008177388,0.039632218,-0.124941283,-0.045676847,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2b,"Rodolfo-Metalpa R et al, 2010",95a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,temp,OW,y,calcification,primary producer,primary producer,Light calcification,Light calcification,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,247.037,268.24,76.1515,71.2143,0.082343979,0.00827537,0.060217356,0.008020184,0.03924942,0.020967936,0.099466776,NA,NA
14,Rodolfo-Metalpa R et al,2010,Fig 2b,"Rodolfo-Metalpa R et al, 2010",96a,43.41,7.18,43.41,Temperate,Temperate,Monaco,90,long,Rodolfo-Metalpa R,pCO2+temp,interaction,y,calcification,primary producer,primary producer,Light calcification,Light calcification,Cladocora caespitosa,Cnidaria,Anthozoa,coral,adult,"Rodolfo-Metalpa, R, et al,_2010_Cladocora caespitosa1",20,20,247.037,240.845,76.1515,88.441,-0.046207131,0.033201818,-0.046207131,0.033201818,0.079858658,-0.126065789,0.033651527,pos,add
